review,model,sentiment
"This vegetable chopper is a total game changer for meal prep. I can dice an entire onion in five seconds without crying. My hands don't even smell.",Gemini-3-Flash,positive
"The desk lamp is bright and the USB port is handy, but the neck is a little stiff. It takes two hands to adjust it without tipping the whole thing over.",Gemini-3-Flash,neutral
"I tried to save money by buying these off-brand ink cartridges and now my printer won't even recognize them. Total waste of money and time.",Gemini-3-Flash,negative
"These packing cubes made my trip to Europe so much easier. I could actually find my socks without exploding my entire suitcase. Highly recommend.",Gemini-3-Flash,positive
"The air purifier works well, but the 'sleep mode' isn't as quiet as they claim. There's a slight high-pitched whine that keeps me awake if it's on my nightstand.",Gemini-3-Flash,neutral
"The non-stick coating on this pan started peeling off into my eggs after only a month. I only ever used silicone spatulas! This is dangerous.",Gemini-3-Flash,negative
"I bought this for my cat and she actually uses it! Usually she prefers the box, but she’s been sleeping in this felt cave every single night.",Gemini-3-Flash,positive
"The solar lights look pretty in the garden, but they only stay lit for about three hours after a full day of sun. Don't expect them to last all night.",Gemini-3-Flash,neutral
"The 'universal' TV mount didn't come with the right screws for my Samsung. I had to go to Home Depot and spend another $10 on hardware. So annoying.",Gemini-3-Flash,negative
"This silk pillowcase is legit. My hair isn't a frizzy mess when I wake up anymore, and it feels so cool against my face. Buying another one for my guest room.",Gemini-3-Flash,positive
"The electric kettle boils water fast, but the exterior gets incredibly hot to the touch. You have to be really careful not to burn your knuckles on the side.",Gemini-3-Flash,neutral
"The suction on this cordless vacuum is pathetic. It can't even pick up a spilled Cheerio on a hardwood floor. It's basically a glorified broom.",Gemini-3-Flash,negative
"I’m obsessed with this label maker. I’ve labeled every bin in my pantry and it’s so satisfying. The app is actually easy to use too, which is rare.",Gemini-3-Flash,positive
"The magnetic phone mount for the car is strong, but the adhesive they provide for the dashboard melted off the first time it got over 80 degrees outside.",Gemini-3-Flash,neutral
"I ordered the 'Navy Blue' sweater and what arrived was a bright, neon purple. It’s not even close to the picture. Returning it immediately.",Gemini-3-Flash,negative
"This meat thermometer is so fast. No more guessing if the chicken is done and drying it out. The magnet on the back is a nice touch for the fridge.",Gemini-3-Flash,positive
"The Bluetooth speaker has great volume, but the 'low battery' warning is a loud voice that screams at you every 30 seconds. It’s incredibly jarring.",Gemini-3-Flash,neutral
"The drill bits are so soft they stripped the very first time I tried to use them on a piece of pine. They’re basically made of tin. Do not buy.",Gemini-3-Flash,negative
"This 10-foot charging cable is exactly what I needed. Now I can actually lay in bed and use my phone without being glued to the wall outlet.",Gemini-3-Flash,positive
"The toaster looks great on the counter, but it toasts very unevenly. One side of the bread is white and the other is almost burnt. It’s just okay.",Gemini-3-Flash,neutral
"The 'leak-proof' water bottle leaked all over my expensive laptop bag. The seal is completely misaligned. I am beyond frustrated right now.",Gemini-3-Flash,negative
"This microfiber hair towel cuts my drying time in half. It’s way lighter than a bulky bath towel and stays put with the little button in the back.",Gemini-3-Flash,positive
"The smart light bulbs are cool when they work, but they constantly disconnect from the Wi-Fi. I feel like I’m resetting them once a week.",Gemini-3-Flash,neutral
"The lawn mower arrived with a missing wheel. How does that even happen? Now I have to deal with returning a huge box. Huge headache.",Gemini-3-Flash,negative
"This beard oil smells amazing—sort of like cedar and orange. It’s not too greasy and it actually stopped the 'beard itch' I usually get in winter.",Gemini-3-Flash,positive
"The laptop stand is sturdy, but the edges are a bit sharp. I had to put some tape over them so they wouldn't scratch my wrists while I type.",Gemini-3-Flash,neutral
"The 'noise-canceling' headphones don't cancel anything. I can still hear my coworker chewing gum from three desks away. Total ripoff for the price.",Gemini-3-Flash,negative
"This handheld steamer is a lifesaver for weddings. It got all the wrinkles out of my suit in minutes and it’s small enough to fit in a carry-on.",Gemini-3-Flash,positive
"The dish drying rack is a good size, but the drainage spout is too short. The water just ends up pooling on my counter instead of going into the sink.",Gemini-3-Flash,neutral
"The screen on this fitness tracker is impossible to see in direct sunlight. If you're a runner, this thing is basically useless outdoors.",Gemini-3-Flash,negative
"I love these silicone stretch lids. They fit over almost any bowl and I’ve stopped using plastic wrap entirely. They wash up great in the dishwasher.",Gemini-3-Flash,positive
"The gaming chair is comfortable for the first hour, but the lumbar support is way too hard. I ended up having to use a separate pillow for my back.",Gemini-3-Flash,neutral
"The 'heavy duty' garden hose kinked the very first time I unrolled it. It’s so thin and cheap, it feels like it’s going to burst under pressure.",Gemini-3-Flash,negative
"This spice rack organized my whole kitchen. It’s crazy how much space I saved by getting everything off the counter and onto the wall. Very sturdy.",Gemini-3-Flash,positive
"The webcam cover is tiny and does its job, but the adhesive is a bit weak. It slid off my laptop screen after a few days and I had to reglue it.",Gemini-3-Flash,neutral
"The coffee beans I ordered were six months past their 'best by' date. They tasted like cardboard. Amazon shouldn't be allowed to sell expired food.",Gemini-3-Flash,negative
"This portable fan is surprisingly powerful for its size. I took it to a theme park in July and it was the only thing keeping me from melting.",Gemini-3-Flash,positive
"The keyboard cover fits my MacBook perfectly, but it makes the keys feel a bit 'mushy' when I type. It’s a trade-off for keeping crumbs out.",Gemini-3-Flash,neutral
"The 'waterproof' hiking boots soaked through the first time I walked through wet grass. My socks were dripping. Don't trust the description.",Gemini-3-Flash,negative
"This car trash can is such a simple thing but it keeps my floor so much cleaner. It clips right onto the headrest and doesn't take up much space.",Gemini-3-Flash,positive
"The umbrella is huge and keeps me dry, but it’s really hard to close. You have to use a lot of force to get it to click back into place.",Gemini-3-Flash,neutral
"The screen protector kit was missing the wet wipes and the dust stickers. I had to use Windex and a paper towel, and now there's lint everywhere.",Gemini-3-Flash,negative
"This weighted blanket is the best sleep I've had in years. It feels like a giant hug. The cover is super soft and doesn't get too hot at night.",Gemini-3-Flash,positive
"The blender is great for smoothies, but it struggles with ice. It leaves big chunks at the bottom no matter how long I let it run for.",Gemini-3-Flash,neutral
"The 'leather' wallet started peeling after just two weeks in my pocket. It’s clearly just cheap plastic with a leather texture printed on it.",Gemini-3-Flash,negative
"This ring light is perfect for my makeup tutorials. The different color temperatures make a huge difference depending on the time of day.",Gemini-3-Flash,positive
"The shower curtain is pretty, but it’s much shorter than the standard size. It barely reaches the top of my tub, which looks a bit awkward.",Gemini-3-Flash,neutral
"The batteries arrived dead. I put them in my remote and nothing happened. Checked them with a tester and they were all completely drained.",Gemini-3-Flash,negative
"This magnetic wristband is a lifesaver for DIY projects. No more holding screws in my mouth or dropping them off the ladder. Every dad needs one.",Gemini-3-Flash,positive
"The bike lock is heavy and feels secure, but the key gets stuck in the cylinder constantly. I’m worried one day I won't be able to get it open.",Gemini-3-Flash,neutral
"The 'extra large' heating pad is barely big enough to cover my lower back. I don't know who they're measuring this on, but it's not an adult.",Gemini-3-Flash,negative
"This milk frother is so quiet I can make my coffee while the rest of the house is still asleep. The foam is thick and stays for a long time.",Gemini-3-Flash,positive
"The phone tripod is okay for the price, but the legs are a bit flimsy. If there's any wind at all, it feels like it's going to blow over.",Gemini-3-Flash,neutral
"The 'non-slip' rug pad is a joke. My rug is sliding all over the hardwood floor like it's on ice. I’ve almost tripped three times today.",Gemini-3-Flash,negative
"This scalp massager feels amazing in the shower. It really helps get the shampoo down to the roots and it’s just super relaxing after a long day.",Gemini-3-Flash,positive
"The food storage containers are airtight, but they stain really easily. I put spaghetti sauce in one and now it’s permanently tinted orange.",Gemini-3-Flash,neutral
"The 'high-speed' HDMI cable is definitely not high speed. My 4K TV keeps flickering and losing signal. Switched back to my old cable and it's fine.",Gemini-3-Flash,negative
"This desk organizer is exactly what I needed to clear the clutter. The drawer slides smoothly and the mesh looks really modern and clean.",Gemini-3-Flash,positive
"The power strip has plenty of outlets, but they are spaced too closely together. You can't actually fit more than two large plugs side-by-side.",Gemini-3-Flash,neutral
"The 'flicker-free' LED bulbs flicker constantly. It’s like being in a haunted house. I had to take them out before I got a seizure.",Gemini-3-Flash,negative
"This portable tire inflator is a must-have for road trips. It’s small, easy to use, and the digital gauge is actually accurate. Saved me twice already.",Gemini-3-Flash,positive
"The oven mitts are thick and protect from heat, but they are so stiff I can barely grip a baking sheet. I feel like I’m wearing boxing gloves.",Gemini-3-Flash,neutral
"The 'unscented' lotion has a very strong medicinal smell. It’s definitely not fragrance-free. My skin felt greasy and gross after using it.",Gemini-3-Flash,negative
"This screen cleaning kit is great. The cloth is high quality and doesn't leave streaks on my monitor or phone. Best one I've tried so far.",Gemini-3-Flash,positive
"The curtain rings are fine, but the 'bronze' finish is more of a dull brown paint. They don't look as metallic as they do in the photos.",Gemini-3-Flash,neutral
"The replacement toothbrush heads don't fit the handle properly. They rattle around and make a horrible noise when the brush is turned on.",Gemini-3-Flash,negative
"This bamboo cutting board is beautiful and doesn't dull my knives. I love that it has the little groove around the edge to catch juices.",Gemini-3-Flash,positive
"The wall clock looks nice, but the 'silent' ticking is actually quite noticeable in a quiet room. It’s more of a soft 'thump' than a tick.",Gemini-3-Flash,neutral
"The 'heavy-duty' storage bins arrived with two of the lids cracked. The plastic is way thinner than the ones I usually buy at the hardware store.",Gemini-3-Flash,negative
"This electric salt and pepper grinder set is so fancy. It makes seasoning dinner feel like a luxury experience. The little light on the bottom is helpful.",Gemini-3-Flash,positive
"The bath mat is soft and stays in place, but it takes forever to dry. If I shower in the morning, it’s still damp when I go to brush my teeth at night.",Gemini-3-Flash,neutral
"The 'ergonomic' pillow is as hard as a rock. I woke up with a stiff neck and a headache. It’s going back in the box today.",Gemini-3-Flash,negative
"This car vacuum has surprisingly good suction for being so small. It gets all the crumbs out of the car seat cracks where my kids eat.",Gemini-3-Flash,positive
"The Bluetooth keyboard is a good size, but the 'A' key sticks occasionally. I have to be careful when I'm typing fast or I miss letters.",Gemini-3-Flash,neutral
"The 'waterproof' phone pouch leaked during a shallow swim. My phone is currently sitting in a bowl of rice. Do not trust this for your electronics.",Gemini-3-Flash,negative
"This knife sharpener actually works! I was about to throw out my old kitchen knives, but this brought them back to life in just a few minutes.",Gemini-3-Flash,positive
"The laundry hamper is huge and holds a lot, but the handles feel like they’re going to rip off if you actually fill it to the top.",Gemini-3-Flash,neutral
"The 'natural' dog treats made my poor pup so sick. I checked the ingredients and they're full of fillers and dyes. Never buying this brand again.",Gemini-3-Flash,negative
"This sleep mask is a game changer for day sleepers. It’s contoured so it doesn't press on your eyelids, and it blocks out 100% of the light.",Gemini-3-Flash,positive
"The smart plug was easy to set up, but the app requires way too many permissions. Why does a light switch need access to my contacts and location?",Gemini-3-Flash,neutral
"The 'anti-fog' mirror for the shower fogs up instantly. I’ve tried every trick and it just doesn't work. Waste of money for my morning shave.",Gemini-3-Flash,negative
"This spice jar set looks so aesthetic in my kitchen. The pre-printed labels are a nice touch and they even included a little funnel for filling.",Gemini-3-Flash,positive
"The garden shears are sharp, but the locking mechanism is loose. It keeps sliding into the 'lock' position while I'm trying to prune my bushes.",Gemini-3-Flash,neutral
"The 'high-capacity' ink tank lasted for maybe 50 pages before running out. There is no way this is the amount of ink they advertised.",Gemini-3-Flash,negative
"This portable neck fan was a lifesaver at the zoo. It looks a bit like headphones so it’s not too embarrassing to wear, and the battery lasts all day.",Gemini-3-Flash,positive
"The rug is beautiful and soft, but the edges won't stay flat. I’ve had heavy books on the corners for a week and they still curl up.",Gemini-3-Flash,neutral
"The 'shatterproof' ornaments arrived with half of them broken in the box. They are just thin glass, not plastic like the description said.",Gemini-3-Flash,negative
"This electric screwdriver is perfect for small tasks around the house. It’s not powerful enough for major construction, but for IKEA furniture, it’s 10/10.",Gemini-3-Flash,positive
"The humidifier is easy to fill, but it leaves a white dust all over my furniture. I guess I have to use distilled water, which is a hassle.",Gemini-3-Flash,neutral
"The 'stain-resistant' tablecloth stained the very first time someone spilled a little red wine. It soaked right in and wouldn't come out in the wash.",Gemini-3-Flash,negative
"This 4-pack of air tags holders is a great deal. They clip securely to my keys and dog collar and the leather feels surprisingly high quality.",Gemini-3-Flash,positive
"The mop works well, but the handle is a bit short. I’m 5'10 and I have to hunch over a little bit to use it, which hurts my back after a while.",Gemini-3-Flash,neutral
"The 'fast charger' takes four hours to charge my phone. My old standard charger is actually faster than this. Total false advertising.",Gemini-3-Flash,negative
"This bidet was so easy to install, even for someone who isn't handy. It’s a total life-changer—I feel so much cleaner and use way less toilet paper.",Gemini-3-Flash,positive
"The flashlight is incredibly bright, but it gets very hot if you leave it on for more than five minutes. You can barely hold the front of it.",Gemini-3-Flash,neutral
"The 'permanent' markers wiped right off the plastic bins with just a damp cloth. They are definitely not permanent. Very disappointed.",Gemini-3-Flash,negative
"This silicone baking mat set is amazing. Cookies slide right off and I don't have to waste money on parchment paper anymore. Easy to clean too.",Gemini-3-Flash,positive
"The umbrella is windproof as advertised, but it’s so heavy that my arm gets tired holding it up during a long walk. It’s a bit of a workout.",Gemini-3-Flash,neutral
"The 'heavy duty' shelving unit is incredibly wobbly. I followed the instructions perfectly, but I wouldn't trust it to hold anything valuable.",Gemini-3-Flash,negative
"This scalp scrub smells like a spa and really helped with my dry winter skin. My hair feels so much lighter and cleaner after using it.",Gemini-3-Flash,positive
"The wireless earbuds have great sound, but the touch controls are way too sensitive. Every time I adjust them in my ear, I accidentally hang up my call.",Gemini-3-Flash,neutral
"The 'fleece' jacket is actually a very thin, scratchy polyester. It’s not warm at all and feels like something from a dollar store. Returning.",Gemini-3-Flash,negative
"This magnetic screen door is perfect for summer. My dog can go in and out as he pleases and it snaps shut behind him to keep the flies out.",Gemini-3-Flash,positive
"The toaster oven works fine, but the timer bell is so quiet you can barely hear it from the next room. I’ve already burnt my toast twice.",Gemini-3-Flash,neutral
"Love this toaster, heats evenly and hasn’t burned my bread once.",GPT-5.2-Instant,positive
"This movie was a fun way to kill a couple hours, nothing amazing though.",GPT-5.2-Instant,neutral
"The headphones stopped working after a week, pretty disappointed.",GPT-5.2-Instant,negative
"Really happy with this coffee maker, super easy to use every morning.",GPT-5.2-Instant,positive
"The plot was okay but dragged in the middle a bit.",GPT-5.2-Instant,neutral
"Vacuum barely picks up anything on carpet, total waste of money.",GPT-5.2-Instant,negative
"Great water bottle, keeps drinks cold all day at work.",GPT-5.2-Instant,positive
"The movie had some cool scenes but I probably won’t rewatch it.",GPT-5.2-Instant,neutral
"This phone charger gets hot and feels unsafe.",GPT-5.2-Instant,negative
"Comfortable office chair, my back feels way better now.",GPT-5.2-Instant,positive
"The story was simple and predictable, but not bad.",GPT-5.2-Instant,neutral
"Blender smells like burning plastic when I use it.",GPT-5.2-Instant,negative
"These wireless earbuds sound great for the price.",GPT-5.2-Instant,positive
"The acting was fine but the ending fell flat.",GPT-5.2-Instant,neutral
"Keyboard keys started sticking after a month.",GPT-5.2-Instant,negative
"Nice soft bath towels, feels like a hotel.",GPT-5.2-Instant,positive
"It was entertaining but forgettable.",GPT-5.2-Instant,neutral
"The lamp arrived cracked and customer support was slow.",GPT-5.2-Instant,negative
"Solid mouse, very responsive for gaming.",GPT-5.2-Instant,positive
"The movie wasn’t terrible, just very average.",GPT-5.2-Instant,neutral
"This air fryer takes forever to cook anything.",GPT-5.2-Instant,negative
"Love this desk, sturdy and easy to assemble.",GPT-5.2-Instant,positive
"Some scenes were cool, others felt pointless.",GPT-5.2-Instant,neutral
"Terrible build quality, the handle broke immediately.",GPT-5.2-Instant,negative
"Great yoga mat, doesn’t slip at all.",GPT-5.2-Instant,positive
"The movie tried too hard to be funny.",GPT-5.2-Instant,neutral
"Coffee grinder is super loud and messy.",GPT-5.2-Instant,negative
"Nice pair of sunglasses, lightweight and comfy.",GPT-5.2-Instant,positive
"It was fine for a lazy Sunday watch.",GPT-5.2-Instant,neutral
"Screen protector cracked within two days.",GPT-5.2-Instant,negative
"Really impressed with this slow cooker, meals taste amazing.",GPT-5.2-Instant,positive
"The pacing felt off but the visuals were nice.",GPT-5.2-Instant,neutral
"These socks shrank after one wash.",GPT-5.2-Instant,negative
"Solid bookshelf, holds all my heavy books.",GPT-5.2-Instant,positive
"The movie had potential but didn’t go far enough.",GPT-5.2-Instant,neutral
"Hair dryer barely blows any air.",GPT-5.2-Instant,negative
"Love this reusable grocery bag, very durable.",GPT-5.2-Instant,positive
"It wasn’t boring, just not memorable.",GPT-5.2-Instant,neutral
"Remote control stopped responding randomly.",GPT-5.2-Instant,negative
"Comfortable running shoes, no blisters at all.",GPT-5.2-Instant,positive
"The storyline was straightforward and safe.",GPT-5.2-Instant,neutral
"This humidifier leaks water everywhere.",GPT-5.2-Instant,negative
"Great frying pan, nothing sticks even without oil.",GPT-5.2-Instant,positive
"The movie felt way too long.",GPT-5.2-Instant,neutral
"Cheap plastic feel, definitely not worth it.",GPT-5.2-Instant,negative
"Nice alarm clock, easy to read at night.",GPT-5.2-Instant,positive
"It was decent background noise.",GPT-5.2-Instant,neutral
"Power bank charges super slowly.",GPT-5.2-Instant,negative
"Love this planner, keeps me organized all week.",GPT-5.2-Instant,positive
"The movie was okay but overhyped.",GPT-5.2-Instant,neutral
"Buttons fell off the jacket after a few wears.",GPT-5.2-Instant,negative
"Really good desk lamp, bright without hurting my eyes.",GPT-5.2-Instant,positive
"Some parts were interesting, others dragged.",GPT-5.2-Instant,neutral
"Speaker distorts sound at medium volume.",GPT-5.2-Instant,negative
"Perfect size cutting board, very sturdy.",GPT-5.2-Instant,positive
"It didn’t make me laugh or cry.",GPT-5.2-Instant,neutral
"Terrible customer support experience.",GPT-5.2-Instant,negative
"Great luggage, rolled smoothly through the airport.",GPT-5.2-Instant,positive
"The movie was fine, not bad not great.",GPT-5.2-Instant,neutral
"Fan makes a rattling noise constantly.",GPT-5.2-Instant,negative
"Love this throw blanket, super cozy.",GPT-5.2-Instant,positive
"It passed the time but that’s about it.",GPT-5.2-Instant,neutral
"The zipper broke almost immediately.",GPT-5.2-Instant,negative
"Solid phone case, already saved my phone once.",GPT-5.2-Instant,positive
"The plot was easy to follow.",GPT-5.2-Instant,neutral
"Doesn’t hold a charge like advertised.",GPT-5.2-Instant,negative
"Nice set of measuring cups, very accurate.",GPT-5.2-Instant,positive
"The movie felt very formulaic.",GPT-5.2-Instant,neutral
"Table wobbles even after tightening screws.",GPT-5.2-Instant,negative
"Great Bluetooth speaker for outdoor use.",GPT-5.2-Instant,positive
"It wasn’t offensive, just bland.",GPT-5.2-Instant,neutral
"Paint peeled off after one week.",GPT-5.2-Instant,negative
"Love this pet bed, my dog uses it nonstop.",GPT-5.2-Instant,positive
"The movie had a few good moments.",GPT-5.2-Instant,neutral
"Coffee mug cracked when I poured hot water.",GPT-5.2-Instant,negative
"Comfortable gaming controller, buttons feel great.",GPT-5.2-Instant,positive
"The ending was predictable.",GPT-5.2-Instant,neutral
"Lightbulb burned out way too fast.",GPT-5.2-Instant,negative
"Excellent picture quality on this monitor.",GPT-5.2-Instant,positive
"It was a chill, low-effort watch.",GPT-5.2-Instant,neutral
"Product arrived missing parts.",GPT-5.2-Instant,negative
"Really good cutting knife, very sharp.",GPT-5.2-Instant,positive
"The story was simple and clean.",GPT-5.2-Instant,neutral
"Smells weird and won’t go away.",GPT-5.2-Instant,negative
"Nice portable fan, perfect for travel.",GPT-5.2-Instant,positive
"It didn’t stand out in any way.",GPT-5.2-Instant,neutral
"Terrible instructions, very confusing.",GPT-5.2-Instant,negative
"Love this candle, scent fills the room.",GPT-5.2-Instant,positive
"The movie was just okay.",GPT-5.2-Instant,neutral
"Chair cushion flattened within days.",GPT-5.2-Instant,negative
"Great backpack, fits my laptop perfectly.",GPT-5.2-Instant,positive
"The movie was easy to watch.",GPT-5.2-Instant,neutral
"Cheap materials, feels flimsy.",GPT-5.2-Instant,negative
"Excellent sound quality for these earbuds.",GPT-5.2-Instant,positive
"Nothing special, nothing awful.",GPT-5.2-Instant,neutral
"Heater barely warms the room.",GPT-5.2-Instant,negative
"Really happy with this wall clock, looks stylish.",GPT-5.2-Instant,positive
"The movie had nice visuals but weak story.",GPT-5.2-Instant,neutral
"Scratches showed up immediately.",GPT-5.2-Instant,negative
"Good quality bedsheets, very soft.",GPT-5.2-Instant,positive
"It didn’t leave much of an impression.",GPT-5.2-Instant,neutral
"Stopped working right after the return window.",GPT-5.2-Instant,negative
"Fantastic fitness tracker for daily use.",GPT-5.2-Instant,positive
"The movie felt safe and generic.",GPT-5.2-Instant,neutral
"Buttons are unresponsive half the time.",GPT-5.2-Instant,negative
"Love this spice rack, saves so much space.",GPT-5.2-Instant,positive
"It was watchable but forgettable.",GPT-5.2-Instant,neutral
"Battery drains overnight.",GPT-5.2-Instant,negative
"Nice compact microwave, heats evenly.",GPT-5.2-Instant,positive
"The movie didn’t take any risks.",GPT-5.2-Instant,neutral
"Very uncomfortable headphones.",GPT-5.2-Instant,negative
"Great picture frame, looks classy.",GPT-5.2-Instant,positive
"It was fine for what it was.",GPT-5.2-Instant,neutral
"Paint color looked nothing like the photos.",GPT-5.2-Instant,negative
"Really good yoga blocks, very supportive.",GPT-5.2-Instant,positive
"The movie was pleasant but dull.",GPT-5.2-Instant,neutral
"Cheap stitching started unraveling.",GPT-5.2-Instant,negative
"Solid extension cord, works as expected.",GPT-5.2-Instant,positive
"The story was straightforward.",GPT-5.2-Instant,neutral
"Doesn’t fit as advertised.",GPT-5.2-Instant,negative
"Love this mini projector, super fun for movie nights.",GPT-5.2-Instant,positive
"It wasn’t bad, just slow.",GPT-5.2-Instant,neutral
"Product feels poorly made.",GPT-5.2-Instant,negative
"Great rolling pin, nice weight to it.",GPT-5.2-Instant,positive
"The movie lacked energy.",GPT-5.2-Instant,neutral
"Stopped syncing with my phone.",GPT-5.2-Instant,negative
"Nice travel pillow, actually comfortable.",GPT-5.2-Instant,positive
"It didn’t keep my attention fully.",GPT-5.2-Instant,neutral
"Buttons fell off quickly.",GPT-5.2-Instant,negative
"Really good ice cube tray, easy to use.",GPT-5.2-Instant,positive
"The movie was harmless entertainment.",GPT-5.2-Instant,neutral
"Handle cracked after light use.",GPT-5.2-Instant,negative
"Excellent desk organizer, very handy.",GPT-5.2-Instant,positive
"It was okay but nothing new.",GPT-5.2-Instant,neutral
"Charging cable frayed fast.",GPT-5.2-Instant,negative
"Love this shower curtain, brightens the bathroom.",GPT-5.2-Instant,positive
"The movie felt unnecessary long.",GPT-5.2-Instant,neutral
"Poor sound insulation.",GPT-5.2-Instant,negative
"Great baking sheet, nothing sticks.",GPT-5.2-Instant,positive
"It wasn’t memorable at all.",GPT-5.2-Instant,neutral
"Product arrived damaged.",GPT-5.2-Instant,negative
"Really impressed with this power strip.",GPT-5.2-Instant,positive
"The movie was average overall.",GPT-5.2-Instant,neutral
"Very noisy and annoying.",GPT-5.2-Instant,negative
"Nice insulated lunch bag, keeps food fresh.",GPT-5.2-Instant,positive
"It didn’t wow me.",GPT-5.2-Instant,neutral
"Material feels cheap.",GPT-5.2-Instant,negative
"Excellent non-slip doormat.",GPT-5.2-Instant,positive
"The movie had decent acting.",GPT-5.2-Instant,neutral
"Stopped working randomly.",GPT-5.2-Instant,negative
"Love this whiteboard, very easy to clean.",GPT-5.2-Instant,positive
"It was serviceable.",GPT-5.2-Instant,neutral
"Extremely uncomfortable to use.",GPT-5.2-Instant,negative
"Solid food storage containers, no leaks.",GPT-5.2-Instant,positive
"The movie didn’t surprise me.",GPT-5.2-Instant,neutral
"Motor burned out quickly.",GPT-5.2-Instant,negative
"Great car phone mount, holds steady.",GPT-5.2-Instant,positive
"It was just fine.",GPT-5.2-Instant,neutral
"Not worth the price at all.",GPT-5.2-Instant,negative
"Nice comfy slippers, very warm.",GPT-5.2-Instant,positive
"The movie was calm but boring.",GPT-5.2-Instant,neutral
"Cheap plastic smell.",GPT-5.2-Instant,negative
"Excellent step stool, very sturdy.",GPT-5.2-Instant,positive
"It felt rushed.",GPT-5.2-Instant,neutral
"Doesn’t work as described.",GPT-5.2-Instant,negative
"Love this desk mat, looks clean.",GPT-5.2-Instant,positive
"The movie was simple.",GPT-5.2-Instant,neutral
"Very poor build quality.",GPT-5.2-Instant,negative
"Good quality picture album.",GPT-5.2-Instant,positive
"It didn’t leave a strong impression.",GPT-5.2-Instant,neutral
"Stopped charging after two weeks.",GPT-5.2-Instant,negative
"Really nice reusable straws, easy to clean.",GPT-5.2-Instant,positive
"The movie was mild.",GPT-5.2-Instant,neutral
"Parts didn’t line up properly.",GPT-5.2-Instant,negative
"Solid laundry hamper, holds a lot.",GPT-5.2-Instant,positive
"It was okay for a one-time watch.",GPT-5.2-Instant,neutral
"Screen flickers constantly.",GPT-5.2-Instant,negative
"Great food scale, very accurate.",GPT-5.2-Instant,positive
"The movie didn’t do much.",GPT-5.2-Instant,neutral
"Feels flimsy and weak.",GPT-5.2-Instant,negative
"Love this seat cushion, helps my posture.",GPT-5.2-Instant,positive
"It was decent but slow.",GPT-5.2-Instant,neutral
"Stopped working completely.",GPT-5.2-Instant,negative
"Nice soap dispenser, looks modern.",GPT-5.2-Instant,positive
"The movie was predictable.",GPT-5.2-Instant,neutral
"Very disappointing quality.",GPT-5.2-Instant,negative
"Excellent pet leash, strong and comfy.",GPT-5.2-Instant,positive
"It didn’t stand out.",GPT-5.2-Instant,neutral
"Bad stitching throughout.",GPT-5.2-Instant,negative
"Really good meat thermometer.",GPT-5.2-Instant,positive
"The movie was fine overall.",GPT-5.2-Instant,neutral
"Cheap parts broke fast.",GPT-5.2-Instant,negative
"Great shoe rack, easy to set up.",GPT-5.2-Instant,positive
"It was a neutral experience.",GPT-5.2-Instant,neutral
"Doesn’t last long at all.",GPT-5.2-Instant,negative
"Love this insulated mug, keeps coffee hot.",GPT-5.2-Instant,positive
"The movie had some nice moments.",GPT-5.2-Instant,neutral
"Would not buy again.",GPT-5.2-Instant,negative
"Solid paper shredder for home use.",GPT-5.2-Instant,positive
"It was nothing special.",GPT-5.2-Instant,neutral
"Extremely poor performance.",GPT-5.2-Instant,negative
"Nice soft pillow, sleeps great.",GPT-5.2-Instant,positive
"The movie was average at best.",GPT-5.2-Instant,neutral
"Fell apart quickly.",GPT-5.2-Instant,negative
"Great cutting scissors, very sharp.",GPT-5.2-Instant,positive
"It was watchable.",GPT-5.2-Instant,neutral
"Not reliable at all.",GPT-5.2-Instant,negative
"Really happy with this laptop stand.",GPT-5.2-Instant,positive
"The movie was simple entertainment.",GPT-5.2-Instant,neutral
"Cheap feel overall.",GPT-5.2-Instant,negative
"Excellent phone stand, very stable.",GPT-5.2-Instant,positive
"It didn’t impress me.",GPT-5.2-Instant,neutral
"Stopped working mid-use.",GPT-5.2-Instant,negative
"Nice decorative plant, looks real.",GPT-5.2-Instant,positive
"The movie was easy to follow.",GPT-5.2-Instant,neutral
"Not durable whatsoever.",GPT-5.2-Instant,negative
"Great kitchen timer, loud and clear.",GPT-5.2-Instant,positive
"It was fine for background viewing.",GPT-5.2-Instant,neutral
"Very low quality product.",GPT-5.2-Instant,negative
"Love this drawer organizer.",GPT-5.2-Instant,positive
"The movie lacked depth.",GPT-5.2-Instant,neutral
"Would not recommend.",GPT-5.2-Instant,negative
"Solid reusable water filter.",GPT-5.2-Instant,positive
"It was just okay.",GPT-5.2-Instant,neutral
"Terrible experience overall.",GPT-5.2-Instant,negative
"I’ve been using this toaster every morning and it heats evenly without burning my bread.",GPT-5.2-Instant,positive
"This movie was entertaining enough for a weekend watch but didn’t really stick with me afterward.",GPT-5.2-Instant,neutral
"The blender stopped working after a few uses and smelled like burnt plastic.",GPT-5.2-Instant,negative
"Really happy with this coffee maker because it’s simple, fast, and reliable every morning.",GPT-5.2-Instant,positive
"The movie had decent acting but the story felt slow and predictable overall.",GPT-5.2-Instant,neutral
"This vacuum barely picks up dirt and feels weak even on the highest setting.",GPT-5.2-Instant,negative
"I like this water bottle a lot since it keeps my drinks cold all day.",GPT-5.2-Instant,positive
"The movie had a few fun moments but I wouldn’t go out of my way to recommend it.",GPT-5.2-Instant,neutral
"The charging cable frayed quickly and now only works at certain angles.",GPT-5.2-Instant,negative
